owner_cik,owned_ticker,owned_company_name,ownership_value,shares_held,filing_date,relationship_type,network_layer,is_synthetic
0001067983,UNK_519,Company_0000886982,178492364.7198255,6353977,2024-04-07,equity_ownership,ownership,
0001364742,UNK_432,Company_0000731766,610355153.7179738,5816753,2024-12-06,equity_ownership,ownership,
0000315066,UNK_112,Company_0001000275,205233958.51819724,1485107,2024-01-20,equity_ownership,ownership,
0001364742,UNK_976,Company_0001000184,634300083.6124036,6670743,2024-09-17,equity_ownership,ownership,
0001364742,UNK_654,Company_0001094517,484835963.8851578,5407332,2024-09-07,equity_ownership,ownership,
0000315066,UNK_463,Company_0001543151,163423911.66809276,8019057,2024-10-10,equity_ownership,ownership,
0001067983,UNK_939,Company_0001393818,280151924.1388205,5221795,2024-04-25,equity_ownership,ownership,
0001364742,UNK_8,Company_0001000184,321479729.05432767,2202474,2024-02-06,equity_ownership,ownership,
0001067983,UNK_836,Company_0000885725,168138962.17767882,8634621,2024-02-25,equity_ownership,ownership,
0001067983,UNK_679,Company_0000040545,82571124.86409788,2707997,2024-07-03,equity_ownership,ownership,
0000315066,UNK_385,Company_0001318605,716496918.9876577,1578758,2024-06-08,equity_ownership,ownership,
0001364742,UNK_93,Company_0001035267,692854932.2574724,5731029,2024-03-22,equity_ownership,ownership,
0001364742,UNK_982,Company_0001094517,820081082.7868407,9689998,2024-12-06,equity_ownership,ownership,
0001364742,UNK_288,Company_0001326801,88543913.38790181,1969010,2024-07-24,equity_ownership,ownership,
0000315066,UNK_845,Company_0001283699,408882887.4484387,5471616,2024-08-20,equity_ownership,ownership,
0001364742,UNK_499,Company_0000080424,637364432.8732913,6206020,2024-08-23,equity_ownership,ownership,
0001364742,UNK_356,Company_0000002488,640909007.5301453,969787,2024-12-16,equity_ownership,ownership,
0001067983,UNK_986,Company_0000909832,214404493.34989244,2036310,2024-10-07,equity_ownership,ownership,
0000315066,UNK_989,Company_0000021344,179360571.82111073,3502869,2024-04-13,equity_ownership,ownership,
0000315066,UNK_919,Company_0000072971,506735510.4201241,7793307,2024-09-07,equity_ownership,ownership,
0000315066,UNK_91,Company_0001065280,486252492.2537254,8013591,2024-10-05,equity_ownership,ownership,
0000315066,UNK_609,Company_0000909832,676195344.273095,3256347,2024-03-20,equity_ownership,ownership,
0001067983,UNK_451,Company_0000217410,271175711.76179254,922209,2024-10-01,equity_ownership,ownership,
0001364742,UNK_801,Company_0000006951,806743618.690693,8275585,2024-05-25,equity_ownership,ownership,
0001067983,UNK_601,Company_0000723125,242224280.65873548,6642755,2024-01-12,equity_ownership,ownership,
0000315066,UNK_91,Company_0000353278,341649555.36046773,2718031,2024-12-26,equity_ownership,ownership,
0001067983,UNK_452,Company_0000353278,416554767.3088066,7361554,2024-12-17,equity_ownership,ownership,
0001067983,UNK_298,Company_0000070858,686830478.2387848,9410101,2024-06-12,equity_ownership,ownership,
0001067983,UNK_306,Company_0001413329,420291207.0125383,8756001,2024-08-25,equity_ownership,ownership,
0001067983,UNK_343,Company_0000901832,239346268.92513677,9123165,2024-09-16,equity_ownership,ownership,
0001067983,UNK_442,Company_0000097476,310720972.5573404,5107111,2024-02-14,equity_ownership,ownership,
0001067983,UNK_878,Company_0002070829,906509268.269076,1904216,2024-09-02,equity_ownership,ownership,
0001067983,UNK_932,Company_0000316709,761616549.5550698,4071452,2024-12-03,equity_ownership,ownership,
0000315066,UNK_720,Company_0000891478,23199724.317395262,9374064,2024-05-03,equity_ownership,ownership,
0001364742,UNK_312,Company_0000946770,694765587.4872748,5708398,2024-09-25,equity_ownership,ownership,
0001067983,UNK_674,Company_0000937966,994523832.6277455,8154415,2024-09-27,equity_ownership,ownership,
0000315066,UNK_258,Company_0001326801,357104558.08948135,1648970,2024-01-23,equity_ownership,ownership,
0000315066,UNK_694,Company_0001321655,981856544.688668,8025181,2024-11-26,equity_ownership,ownership,
0001364742,UNK_712,Company_0001000275,579522394.562098,8682894,2024-09-14,equity_ownership,ownership,
0001067983,UNK_978,Company_0001730168,128626692.45160162,8733405,2024-02-19,equity_ownership,ownership,
0001067983,UNK_258,Company_0000080424,891003392.0405804,8181670,2024-05-13,equity_ownership,ownership,
0001364742,UNK_940,Company_0000070858,447842095.2314913,5757137,2024-09-13,equity_ownership,ownership,
0000315066,UNK_700,Company_0000101829,200974672.0591556,1426400,2024-11-14,equity_ownership,ownership,
0000315066,UNK_45,Company_0001018724,777283629.5551457,2105934,2024-01-24,equity_ownership,ownership,
0001364742,UNK_736,Company_0001996810,531763269.1243213,4261902,2024-05-06,equity_ownership,ownership,
0001067983,UNK_38,Company_0001707925,82866044.2347242,4816675,2024-03-27,equity_ownership,ownership,
0001067983,UNK_293,Company_0001973239,408994629.9865097,4495039,2024-04-27,equity_ownership,ownership,
0001364742,UNK_581,Company_0000217410,84971928.77836546,7070302,2024-10-18,equity_ownership,ownership,
0001067983,UNK_848,Company_0000109198,783335196.2570984,1546531,2024-10-13,equity_ownership,ownership,
0001364742,UNK_394,Company_0001065280,740365494.7827799,8422452,2024-04-15,equity_ownership,ownership,
0001067983,UNK_473,Company_0001075531,11071056.155505117,9428850,2024-05-04,equity_ownership,ownership,
0000315066,UNK_2,Company_0001321655,278899966.71166587,9406979,2024-08-27,equity_ownership,ownership,
0001067983,UNK_643,Company_0001321655,770969849.7994131,4484422,2024-10-14,equity_ownership,ownership,
0001364742,UNK_628,Company_0000796343,842333098.9254444,3633684,2024-03-09,equity_ownership,ownership,
0000315066,UNK_227,Company_0000093410,846847224.3149632,4666994,2024-11-26,equity_ownership,ownership,
0001364742,UNK_152,Company_0001751008,857548890.4561573,6995432,2024-08-14,equity_ownership,ownership,
0000315066,UNK_799,Company_0001596532,41903098.258883685,4145824,2024-09-17,equity_ownership,ownership,
0001067983,UNK_498,Company_0000820313,796855401.4438772,4986934,2024-12-05,equity_ownership,ownership,
0001067983,UNK_488,Company_0000318154,172469779.05676538,5122948,2024-10-17,equity_ownership,ownership,
0000315066,UNK_866,Company_0001306965,405198257.0444525,362912,2024-06-28,equity_ownership,ownership,
0000315066,UNK_705,Company_0000891478,905021854.5450282,3990296,2024-09-10,equity_ownership,ownership,
0000315066,UNK_31,Company_0000896878,2517422.0444934103,3630567,2024-09-07,equity_ownership,ownership,
0001067983,UNK_715,Company_0000002488,330933548.58963335,1999643,2024-10-26,equity_ownership,ownership,
0001364742,UNK_13,Company_0000001800,94400101.80110343,4633279,2024-06-13,equity_ownership,ownership,
0001364742,UNK_934,Company_0000018230,480436760.1777625,3895645,2024-05-20,equity_ownership,ownership,
0001364742,UNK_980,Company_0001737806,397194476.27610373,9688162,2024-02-09,equity_ownership,ownership,
0001067983,UNK_99,Company_0001594805,233392998.12763125,5752669,2024-02-13,equity_ownership,ownership,
0001067983,UNK_465,Company_0000896878,189242090.98458543,7950906,2024-12-06,equity_ownership,ownership,
0001067983,UNK_659,Company_0000050863,771817045.4759971,6510201,2024-01-18,equity_ownership,ownership,
0001067983,UNK_700,Company_0000789019,602833208.936495,662460,2024-06-17,equity_ownership,ownership,
0001067983,UNK_942,Company_0001000275,728158072.2102498,4518660,2024-05-22,equity_ownership,ownership,
0000315066,UNK_614,Company_0000858877,309386015.2155372,5820805,2024-06-14,equity_ownership,ownership,
0001067983,UNK_293,Company_0001341439,385085278.12294793,9568286,2024-12-11,equity_ownership,ownership,
0001364742,UNK_666,Company_0000886982,123926964.16295666,2144182,2024-02-22,equity_ownership,ownership,
0000315066,UNK_789,Company_0000310764,316301864.0795071,5244114,2024-03-28,equity_ownership,ownership,
0000315066,UNK_7,Company_0000004962,891784295.7106525,31784,2024-07-22,equity_ownership,ownership,
0001067983,UNK_869,Company_0000310158,159972751.67929858,6423457,2024-11-25,equity_ownership,ownership,
0000315066,UNK_135,Company_0000097745,963686156.3816568,6906741,2024-12-26,equity_ownership,ownership,
0001067983,UNK_431,Company_0000858877,743116161.6804357,7459797,2024-07-20,equity_ownership,ownership,
0001067983,UNK_733,Company_0000050863,962203123.3434824,5976847,2024-02-08,equity_ownership,ownership,
0000315066,UNK_349,Company_0001321655,526768261.9016967,2976550,2024-08-16,equity_ownership,ownership,
0001067983,UNK_807,Company_0001973239,752561858.739962,8898807,2024-02-16,equity_ownership,ownership,
0001364742,UNK_169,Company_0000101829,378383081.5468276,7818282,2024-05-04,equity_ownership,ownership,
0001067983,UNK_365,Company_0001467373,763899707.1571201,45600,2024-10-27,equity_ownership,ownership,
0001067983,UNK_183,Company_0001577552,618023758.6801577,8276643,2024-02-10,equity_ownership,ownership,
0001364742,UNK_350,Company_0000895421,127531867.8911203,6134868,2024-12-16,equity_ownership,ownership,
0001364742,UNK_769,Company_0000707549,33120243.562262505,2986540,2024-04-24,equity_ownership,ownership,
0001067983,UNK_193,Company_0000072971,802218645.196085,7114811,2024-10-20,equity_ownership,ownership,
0001364742,UNK_326,Company_0001707925,367182719.0067222,2377677,2024-11-03,equity_ownership,ownership,
0001364742,UNK_179,Company_0001018724,127537094.33102201,6825590,2024-11-06,equity_ownership,ownership,
0001364742,UNK_515,Company_0000937966,342375448.38148135,5838964,2024-11-26,equity_ownership,ownership,
0000315066,UNK_549,Company_0001075531,56093104.809676,2958879,2024-04-08,equity_ownership,ownership,
0001364742,UNK_968,Company_0001543151,180964694.5300299,7243617,2024-06-12,equity_ownership,ownership,
0000315066,UNK_205,Company_0000093410,469989329.5316505,996231,2024-04-13,equity_ownership,ownership,
0001364742,UNK_307,Company_0000354950,578326037.3113592,566852,2024-12-23,equity_ownership,ownership,
0001364742,UNK_648,Company_0000318154,870371703.1058289,2690652,2024-01-28,equity_ownership,ownership,
0000315066,UNK_93,Company_0001089113,624307627.2644721,6958983,2024-02-11,equity_ownership,ownership,
0000315066,UNK_842,Company_0001413329,599989035.050159,2765782,2024-07-04,equity_ownership,ownership,
0001067983,UNK_717,Company_0001996810,228529702.3712172,4472184,2024-03-17,equity_ownership,ownership,
0001067983,UNK_882,Company_0000310158,286155753.3423597,5731078,2024-11-24,equity_ownership,ownership,
0001067983,UNK_608,Company_0001751008,875633236.4659199,5580470,2024-11-06,equity_ownership,ownership,
0001364742,UNK_710,Company_0001551152,127256893.04133457,6981565,2024-04-19,equity_ownership,ownership,
0001364742,UNK_552,Company_0000064040,247970020.57741773,2499937,2024-04-20,equity_ownership,ownership,
0001067983,UNK_274,Company_0000354950,744140735.2758864,4103515,2024-12-18,equity_ownership,ownership,
0001364742,UNK_430,Company_0001973239,541456536.8190897,7993926,2024-08-16,equity_ownership,ownership,
0001067983,UNK_244,Company_0000318154,927201994.643951,2139792,2024-09-02,equity_ownership,ownership,
0000315066,UNK_554,Company_0001075531,429119538.65509236,4546093,2024-04-16,equity_ownership,ownership,
0001364742,UNK_514,Company_0000886982,285829878.3326818,5303882,2024-11-22,equity_ownership,ownership,
0000315066,UNK_513,Company_0000820313,620043583.2506053,6887538,2024-01-19,equity_ownership,ownership,
0001067983,UNK_973,Company_0000885725,906422673.0731827,3380536,2024-05-25,equity_ownership,ownership,
0001067983,UNK_505,Company_0001065280,890476439.0141886,320025,2024-02-21,equity_ownership,ownership,
0001364742,UNK_177,Company_0000884394,998685963.9307686,4031326,2024-09-08,equity_ownership,ownership,
0000315066,UNK_309,Company_0001108524,639140844.3154111,4724406,2024-10-22,equity_ownership,ownership,
0001067983,UNK_722,Company_0000018230,679637746.9632869,8452122,2024-03-27,equity_ownership,ownership,
0000315066,UNK_966,Company_0000318154,674244311.229301,6627630,2024-02-02,equity_ownership,ownership,
0001364742,UNK_630,Company_0001403161,408703441.2567212,9568377,2024-09-22,equity_ownership,ownership,
0001067983,UNK_875,Company_0000901832,370760930.0534049,7472669,2024-12-20,equity_ownership,ownership,
0000315066,UNK_423,Company_0001075531,132622823.52694349,5987516,2024-05-26,equity_ownership,ownership,
0001067983,UNK_349,Company_0001045810,480433213.09093904,9535271,2024-05-28,equity_ownership,ownership,
0001067983,UNK_548,Company_0000320193,921683919.2585654,5044248,2024-05-28,equity_ownership,ownership,
0000315066,UNK_121,Company_0001326801,746205171.7235874,7626859,2024-05-04,equity_ownership,ownership,
0000315066,UNK_607,Company_0000732717,39867984.29595904,6818986,2024-03-13,equity_ownership,ownership,
0000315066,UNK_193,Company_0001114448,189242907.13899747,6810839,2024-10-26,equity_ownership,ownership,
0001067983,UNK_446,Company_0001737806,745598771.7337105,7031539,2024-10-20,equity_ownership,ownership,
0001067983,UNK_643,Company_0000901832,440172919.7620641,4140026,2024-02-09,equity_ownership,ownership,
0001067983,UNK_925,Company_0001018724,872766084.9926713,9142896,2024-01-16,equity_ownership,ownership,
0001067983,UNK_672,Company_0000901832,114927823.32380007,7046205,2024-07-19,equity_ownership,ownership,
0001067983,UNK_928,Company_0000217410,19551452.626181178,2115196,2024-09-02,equity_ownership,ownership,
0000315066,UNK_955,Company_0000012927,167205179.84883973,2296912,2024-01-14,equity_ownership,ownership,
0001364742,UNK_338,Company_0001094517,315305490.7805221,5576434,2024-03-11,equity_ownership,ownership,
0001067983,UNK_520,Company_0001000184,77219586.72322348,1504426,2024-06-04,equity_ownership,ownership,
0001364742,UNK_699,Company_0001283699,612317741.1985521,9232802,2024-04-01,equity_ownership,ownership,
0001067983,UNK_961,Company_0001144967,1704637.183718523,403580,2024-02-11,equity_ownership,ownership,
0000315066,UNK_277,Company_0001283699,874988344.0887727,5788636,2024-06-21,equity_ownership,ownership,
0001067983,UNK_546,Company_0000080424,92433275.85178319,4189769,2024-03-27,equity_ownership,ownership,
0001067983,UNK_300,Company_0000811809,775220415.098387,9369549,2024-07-14,equity_ownership,ownership,
0000315066,UNK_562,Company_0000072971,106217232.66539867,2367426,2024-04-23,equity_ownership,ownership,
0001364742,UNK_791,Company_0001551152,967289391.7166963,7132804,2024-11-20,equity_ownership,ownership,
0001067983,UNK_482,Company_0000097476,432026466.4229781,418410,2024-07-24,equity_ownership,ownership,
0000315066,UNK_127,Company_0000353278,777263552.4304655,9889298,2024-01-14,equity_ownership,ownership,
0000315066,UNK_129,Company_0000109198,704635839.3016993,6123429,2024-07-26,equity_ownership,ownership,
0000315066,UNK_257,Company_0000318154,417492044.6390019,7122883,2024-02-03,equity_ownership,ownership,
0000315066,UNK_182,Company_0000217410,406843173.63699526,1413585,2024-06-14,equity_ownership,ownership,
0000315066,UNK_24,Company_0001321655,370950317.6042762,3966245,2024-12-03,equity_ownership,ownership,
0001364742,UNK_252,Company_0001035267,708373331.4229115,7454912,2024-05-15,equity_ownership,ownership,
0001067983,UNK_90,Company_0000804328,90834931.67912085,2662204,2024-03-16,equity_ownership,ownership,
0000315066,UNK_661,Company_0001737806,106477280.20327367,13516,2024-07-21,equity_ownership,ownership,
0001364742,UNK_128,Company_0000886982,710057658.4663615,7651831,2024-05-23,equity_ownership,ownership,
0000315066,UNK_856,Company_0000723125,224758819.25050637,3490856,2024-11-19,equity_ownership,ownership,
0001067983,UNK_573,Company_0001596532,11839886.386295578,7719673,2024-12-13,equity_ownership,ownership,
0001067983,UNK_652,Company_0001596532,910991618.7808123,36054,2024-05-22,equity_ownership,ownership,
0000315066,UNK_358,Company_0001089113,811946728.6266187,9653758,2024-09-02,equity_ownership,ownership,
0001364742,UNK_357,Company_0001318605,359588838.779071,3467140,2024-06-19,equity_ownership,ownership,
0001067983,UNK_909,Company_0000001800,663326755.0909433,2722459,2024-03-07,equity_ownership,ownership,
0001364742,UNK_85,Company_0000896878,747983387.114558,8530852,2024-02-10,equity_ownership,ownership,
0001364742,UNK_392,Company_0001108524,548796244.236448,1216348,2024-06-03,equity_ownership,ownership,
0001067983,UNK_939,Company_0000077476,505847438.446461,7386846,2024-12-27,equity_ownership,ownership,
0001067983,UNK_58,Company_0000063908,523828008.7957194,9864434,2024-07-18,equity_ownership,ownership,
0001067983,UNK_552,Company_0000320193,15096977.874592284,6578059,2024-02-19,equity_ownership,ownership,
0000315066,UNK_241,Company_0001144967,467169209.42537034,9645602,2024-12-23,equity_ownership,ownership,
0001364742,UNK_865,Company_0001114448,184387128.19343093,8936761,2024-03-06,equity_ownership,ownership,
0001364742,UNK_528,Company_0000063908,113506705.11428586,1998964,2024-01-02,equity_ownership,ownership,
0001067983,UNK_641,Company_0001321655,986782785.70177,9637891,2024-01-07,equity_ownership,ownership,
0000315066,UNK_617,Company_0000789019,685305814.6592709,1854500,2024-12-09,equity_ownership,ownership,
0000315066,UNK_72,Company_0000021344,556119599.1271251,6871980,2024-02-10,equity_ownership,ownership,
0001067983,UNK_863,Company_0000937966,454019125.9080189,6638684,2024-09-23,equity_ownership,ownership,
0001067983,UNK_863,Company_0000353278,611649014.1127675,6429709,2024-11-28,equity_ownership,ownership,
0000315066,UNK_151,Company_0000886982,736542677.889976,6238076,2024-06-26,equity_ownership,ownership,
0001364742,UNK_182,Company_0000804328,185350917.7685113,8510104,2024-01-07,equity_ownership,ownership,
0001364742,UNK_556,Company_0000080424,555583255.6551803,3475433,2024-12-27,equity_ownership,ownership,
0001364742,UNK_174,Company_0001751008,326631940.86228794,3332109,2024-02-09,equity_ownership,ownership,
0001067983,UNK_474,Company_0000320193,112348747.48791522,1141757,2024-09-18,equity_ownership,ownership,
0001364742,UNK_503,Company_0000006951,102038100.54444943,375579,2024-11-19,equity_ownership,ownership,
0000315066,UNK_374,Company_0001652044,15148760.317775851,392399,2024-10-18,equity_ownership,ownership,
0001067983,UNK_97,Company_0000891478,117728542.18819313,2092207,2024-11-25,equity_ownership,ownership,
0001364742,UNK_69,Company_0000097476,459820159.83989906,9217974,2024-12-04,equity_ownership,ownership,
0001364742,UNK_397,Company_0000937966,176853390.58955067,7916092,2024-11-28,equity_ownership,ownership,
0001364742,UNK_413,Company_0001594805,396212260.7526893,4129990,2024-02-04,equity_ownership,ownership,
0001364742,UNK_738,Company_0000072971,289018146.4561297,4811688,2024-10-15,equity_ownership,ownership,
0000315066,UNK_180,Company_0001144967,160197129.57559153,3549384,2024-04-04,equity_ownership,ownership,
0001364742,UNK_652,Company_0001707925,373446268.2460231,6280756,2024-10-02,equity_ownership,ownership,
0001067983,UNK_282,Company_0000109198,693632510.8473432,3654895,2024-01-09,equity_ownership,ownership,
0000315066,UNK_704,Company_0001045810,568576410.8645269,2096738,2024-10-20,equity_ownership,ownership,
0001067983,UNK_49,Company_0000732712,928889925.3188175,2603202,2024-09-07,equity_ownership,ownership,
0001067983,UNK_487,Company_0000072971,490441382.8868237,7211789,2024-02-11,equity_ownership,ownership,
0001067983,UNK_552,Company_0000097476,28314013.183999937,7667615,2024-06-19,equity_ownership,ownership,
0001364742,UNK_329,Company_0000021344,717709369.6639433,6686391,2024-07-25,equity_ownership,ownership,
0000315066,UNK_919,Company_0000059478,760987685.1082865,6435559,2024-06-16,equity_ownership,ownership,
0001067983,UNK_353,Company_0000310764,969633179.6620619,3471323,2024-02-13,equity_ownership,ownership,
0001067983,UNK_834,Company_0000093410,150631691.13628173,1956289,2024-12-25,equity_ownership,ownership,
0001067983,UNK_303,Company_0001000184,247088694.36752617,7765779,2024-05-03,equity_ownership,ownership,
0001067983,UNK_323,Company_0001326801,138210503.4997564,1628454,2024-07-01,equity_ownership,ownership,
0001067983,UNK_156,Company_0000732717,804990114.6880131,3450370,2024-08-27,equity_ownership,ownership,
0001067983,UNK_68,Company_0001744489,769543567.3578987,6661006,2024-05-22,equity_ownership,ownership,
0001364742,UNK_518,Company_0001973239,361191383.6707578,1674548,2024-10-16,equity_ownership,ownership,
0001364742,UNK_642,Company_0000732717,827972482.493725,4274917,2024-11-28,equity_ownership,ownership,
0000315066,UNK_746,Company_0000034088,362924754.1193766,6194585,2024-04-28,equity_ownership,ownership,
0001067983,UNK_394,Company_0000909832,935166511.213263,3751864,2024-04-20,equity_ownership,ownership,
0001067983,UNK_846,Company_0000070858,277185544.63388216,9394650,2024-07-08,equity_ownership,ownership,
0000315066,UNK_721,Company_0000101829,132495506.43752758,8578195,2024-02-08,equity_ownership,ownership,
0000315066,UNK_463,Company_0001141391,903284516.7253149,3305822,2024-05-12,equity_ownership,ownership,
0001067983,UNK_497,Company_0000316709,75588769.17767978,7050042,2024-01-28,equity_ownership,ownership,
0001364742,UNK_191,Company_0000313838,617181904.9110993,7176215,2024-01-02,equity_ownership,ownership,
0001067983,UNK_677,Company_0000707549,893230587.3438885,1768732,2024-01-01,equity_ownership,ownership,
0001364742,UNK_456,Company_0000001800,579358853.8629727,5674380,2024-09-03,equity_ownership,ownership,
0000315066,UNK_514,Company_0000858877,843723949.3918276,4586700,2024-10-14,equity_ownership,ownership,
0000315066,UNK_415,Company_0001744489,101359379.24550763,40423,2024-10-09,equity_ownership,ownership,
0001364742,UNK_896,Company_0000002488,298588444.3747717,1916662,2024-03-12,equity_ownership,ownership,
0001364742,UNK_319,Company_0001393818,789621402.5757086,8801621,2024-02-03,equity_ownership,ownership,
0001067983,UNK_650,Company_0000067088,720273635.5732249,8395605,2024-09-08,equity_ownership,ownership,
0001067983,UNK_185,Company_0000067088,100124905.09565389,9568184,2024-02-28,equity_ownership,ownership,
0000315066,UNK_482,Company_0000004962,138379382.02415985,8528441,2024-09-03,equity_ownership,ownership,
0001364742,UNK_726,Company_0000050863,94746124.86937721,1119441,2024-12-15,equity_ownership,ownership,
0001364742,UNK_561,Company_0000018230,789737988.6641388,3372729,2024-05-16,equity_ownership,ownership,
0001067983,UNK_559,Company_0001751008,989269091.3706528,7811632,2024-04-22,equity_ownership,ownership,
0001364742,UNK_966,Company_0000753308,179242251.74771813,1555520,2024-04-02,equity_ownership,ownership,
0000315066,UNK_591,Company_0000021344,790643395.5444751,9740533,2024-07-13,equity_ownership,ownership,
0001364742,UNK_814,Company_0001318605,614746019.172261,3895276,2024-02-13,equity_ownership,ownership,
0000315066,UNK_270,Company_0001973239,811834359.2261345,3658812,2024-06-24,equity_ownership,ownership,
0000315066,UNK_393,Company_0000885725,272941129.10267794,6169886,2024-09-09,equity_ownership,ownership,
0001364742,UNK_945,Company_0000077476,343336917.73264146,7364360,2024-07-07,equity_ownership,ownership,
0000315066,UNK_270,Company_0001373715,355313515.4407057,888269,2024-12-08,equity_ownership,ownership,
0001067983,UNK_402,Company_0001751008,647136428.4245719,3478395,2024-06-13,equity_ownership,ownership,
0000315066,UNK_102,Company_0000723125,136534677.16359875,1021189,2024-02-23,equity_ownership,ownership,
0000315066,UNK_328,Company_0000097476,401739936.7403966,2595916,2024-05-22,equity_ownership,ownership,
0000315066,UNK_26,Company_0000104169,737346388.0501572,8850708,2024-07-06,equity_ownership,ownership,
0000315066,UNK_610,Company_0001094517,776887949.4052843,8295361,2024-09-09,equity_ownership,ownership,
0001364742,UNK_985,Company_0001751008,875015678.9138769,1716038,2024-01-27,equity_ownership,ownership,
0001364742,UNK_683,Company_0000896878,387134615.5047629,7101259,2024-08-11,equity_ownership,ownership,
0001364742,UNK_528,Company_0000067088,693636330.8448946,9481516,2024-09-05,equity_ownership,ownership,
0000315066,UNK_222,Company_0000909832,765840060.3186681,4637130,2024-05-17,equity_ownership,ownership,
0000315066,UNK_747,Company_0001114448,247166240.16434115,3917609,2024-09-28,equity_ownership,ownership,
0000315066,UNK_451,Company_0000050863,991758945.0783303,448814,2024-01-03,equity_ownership,ownership,
0001364742,UNK_986,Company_0000820313,443536406.33445233,2583604,2024-10-20,equity_ownership,ownership,
0001067983,UNK_81,Company_0001067983,152242353.82935342,4397896,2024-07-04,equity_ownership,ownership,
0001067983,UNK_803,Company_0000104169,705353323.2611394,1722049,2024-10-12,equity_ownership,ownership,
0001364742,UNK_332,Company_0000896878,443372033.6898378,489151,2024-09-21,equity_ownership,ownership,
0001364742,UNK_647,Company_0000831001,453941878.8898915,5579486,2024-08-15,equity_ownership,ownership,
0000315066,UNK_516,Company_0001067983,349107229.9680744,7407402,2024-05-22,equity_ownership,ownership,
0001067983,UNK_503,Company_0000886982,51566714.490085624,2831798,2024-09-18,equity_ownership,ownership,
0000315066,UNK_202,Company_0001000275,5566712.05192188,7727524,2024-12-13,equity_ownership,ownership,
0000315066,UNK_328,Company_0000896878,942014704.5234671,1870733,2024-06-04,equity_ownership,ownership,
0000315066,UNK_777,Company_0002070829,24413364.033559307,8140049,2024-11-17,equity_ownership,ownership,
0001067983,UNK_582,Company_0000051143,579306169.5991309,3763039,2024-04-26,equity_ownership,ownership,
0001364742,UNK_378,Company_0000937966,441649294.5254094,6213536,2024-10-21,equity_ownership,ownership,
0000315066,UNK_426,Company_0001730168,784435912.8232392,2455991,2024-02-14,equity_ownership,ownership,
0001364742,UNK_529,Company_0000723125,68478489.04930711,2498586,2024-08-03,equity_ownership,ownership,
0001364742,UNK_82,Company_0001652044,77553086.86335275,5860682,2024-11-26,equity_ownership,ownership,
0001067983,UNK_541,Company_0000012927,415444661.61341393,1262914,2024-05-17,equity_ownership,ownership,
0001364742,UNK_685,Company_0000909832,763567016.4979659,4327377,2024-08-20,equity_ownership,ownership,
0000315066,UNK_195,Company_0000723125,445393224.2922213,4488952,2024-09-22,equity_ownership,ownership,
0001364742,UNK_745,Company_0000310158,33135050.857017502,2938349,2024-01-13,equity_ownership,ownership,
0001364742,UNK_747,Company_0001996810,838859377.8199335,6582836,2024-11-24,equity_ownership,ownership,
0001364742,UNK_165,Company_0001413329,307793012.4760826,5451451,2024-09-16,equity_ownership,ownership,
0001067983,UNK_335,Company_0000097476,248878205.07602558,7704180,2024-03-28,equity_ownership,ownership,
0001364742,UNK_917,Company_0000059478,63492453.60862493,9616912,2024-09-13,equity_ownership,ownership,
0000315066,UNK_940,Company_0000101829,844834327.8871249,1653013,2024-12-08,equity_ownership,ownership,
0001067983,UNK_893,Company_0001341439,280992656.72814715,3518580,2024-01-15,equity_ownership,ownership,
0000315066,UNK_90,Company_0000097476,286823158.148808,2031162,2024-11-25,equity_ownership,ownership,
0001364742,UNK_601,Company_0001045810,627360014.1242434,923670,2024-03-27,equity_ownership,ownership,
0001364742,UNK_186,Company_0002070829,648251756.4471529,5318411,2024-04-09,equity_ownership,ownership,
0001364742,UNK_631,Company_0001403161,547219669.527937,1788028,2024-05-27,equity_ownership,ownership,
0001364742,UNK_559,Company_0000217410,616708954.0287012,4946784,2024-05-03,equity_ownership,ownership,
0001067983,UNK_42,Company_0001373715,930632717.1338289,7292525,2024-11-07,equity_ownership,ownership,
0000315066,UNK_730,Company_0000731766,36285170.000998616,8854858,2024-10-17,equity_ownership,ownership,
0001067983,UNK_299,Company_0001089113,633715139.1331083,8230982,2024-01-28,equity_ownership,ownership,
0001067983,UNK_938,Company_0000909832,965172098.0163,4100764,2024-04-23,equity_ownership,ownership,
0001364742,UNK_876,Company_0000006951,534868404.2602558,8841614,2024-01-09,equity_ownership,ownership,
0000315066,UNK_883,Company_0001000184,423667744.40755,983774,2024-09-14,equity_ownership,ownership,
0000315066,UNK_528,Company_0001730168,500820583.0984986,2555498,2024-02-12,equity_ownership,ownership,
0000315066,UNK_519,Company_0000034088,896463599.988577,197435,2024-07-16,equity_ownership,ownership,
0001364742,UNK_526,Company_0001067839,222427624.0009235,9081319,2024-03-10,equity_ownership,ownership,
0001067983,UNK_621,Company_0000891478,544372045.2384362,9201712,2024-10-17,equity_ownership,ownership,
0000315066,UNK_163,Company_0001075531,436475744.7352911,3112771,2024-12-09,equity_ownership,ownership,
0001364742,UNK_158,Company_0001577552,262017460.6055198,6072057,2024-09-05,equity_ownership,ownership,
0001364742,UNK_92,Company_0000937966,289681796.4075384,4143115,2024-05-09,equity_ownership,ownership,
0001067983,UNK_13,Company_0001018724,994659382.005088,8705565,2024-04-27,equity_ownership,ownership,
0001364742,UNK_736,Company_0001108524,38488952.00568617,3244447,2024-04-22,equity_ownership,ownership,
0001364742,UNK_907,Company_0001306965,713671311.0012733,5960765,2024-08-25,equity_ownership,ownership,
